query_id,answer
mPlqXwxPHCI98jfU,8e3eddf34397f055 7401eec334bcdc82 7fcfb218acd30f1e c7d26e4f5c022335 bf606accc915f736 ceee19742b01f28a c164bd07b075c13d a81ea739da1f24f1 561f68d89d8520cf aacfb837909bf96c 8086199b4c4a0af3 42961a5b1b856d95 4532dcb817c28c3c 124f1e027fe89563 ad528614f8e8695f 11b61e3a9e30ece3 5f83eccb62b3170b ea7363321be4dab3 9fbd7c37dab9c1b8 bfd3d155e6fcd050 3b83d01afe3f6d79 fb3de5fd6be9c8b4 3d385346e3f3ee5b 3d5adf1d8f40731e dbf30212f6df1b1c 693630d3f8c280c8 fce8e4beb25c411e b749493ef5640865 d5bb078fc8a45946 90c19e1cd761eb57 09231c1aa7f529eb c22a76ba4765b3c6 51407d6c1e030da0 8ac6e1ccb2d67cd8 62bd3cb2cc46caa6 f81f94094ef7308c f613b7e6de562d0b b737ec84717a0ed3 112d80e07b582068 1fb4cdbec6810cfb 1b4d6a9f1d958597 26411995e9f13fdd e8e27833a8e2dee8 3a40c15869223d3f 9153d78e26d0d345 fd864395833a454e 04b8be28b94ceb74 c9fb7f44349bef16 6543ce8957725c13 3e7a0d38b91f06cb
lE38vxR8ZLjltghE,f5613c361677d01c f92176b1a76a1e3f 4b2413e8d4d00fe0 e462d4ec190e1593 53e56457cf919eaf fec5e351e7e00c9c 6b6bd3b53a58eb15 3d5b06e2646ec687 040b37b1fa65d4fb c332a70437c22685 bc291a56f3e31994 5b971881013b66a2 c186b6ed54991a15 13c49ff23b8675a7 a1e66317100214d4 970154d6a6ea2f7a fc28d003b8dc6554 9280a84b8663d936 3d2e522a04cdb025 c6afc91e293a18e0 843148f6d42081d0 3777a6c03a8968fa a6a013a7025a7dbd 6f5d419e1987216a fd1b308cda588c15 f86afdd96f6e1f5e 19bbc9bffe99110f fa97f007e353da83 0730d1961e15f922 718bd190a384212d 1205e5b40afcd63a 809d0acb6fdfdd46 28662f7f28307384 675950e8301578cd a5f8ec8beec79e8f 46e4565d4c8511d0 ffe5462206bded55 1bd048ac100004c3 72c545d06805fa5b 5d9ec785bbd9aaba 8b4d8bdb994c167c f7fa49fe54653956 8cdac8bfa88f7588 320abfabb2f4165f d65e5f1f8b045e1e 1230000e88c44266 3ff582369f062154 507079052b0d809d 42341b8adfceb695 2935d78a59edca15
F4vSb7R0DXzmKXU9,709be3e90eca4202 dc5ace8228e01750 d4c8d1788d5e7f88 5b4638eb2c18a80b 5441026b43b9e481 fd8e8f1c396cf411 d63400e9c83c1716 ee8ce43e1553b105 e9e34f8278fff4b5 f9c589ed5c3ed3da 380c8c8bb4084523 22037595428dc779 5d1e3c7716777cd2 8753536822cafce5 efaf2d8770489b77 fcdff763d36d3c46 526190b69d54a96b 948281d7fca27f36 85cac4f981a24697 20af0e76e34fbf29 7da609613b4892e8 faee9e40a03c1a43 52afdf050413b938 b1bc0466c599a078 eda6fd23c372339e a301fdac3809b5cc 88842bc3ade02718 378c298bb0268e8c 5722e1cf798e014d 352f1399e632c891 a59149171e5f885c c6dc41cee2dc38e7 61146e325bbc7809 640479651939301c 0071e604d88e930d e12c7e8dcbadbe02 53548669448fa18a 53da418128a3a646 22d0e178d78786a1 d100706023276ed0 bef514230b18f244 5192b80617550c34 ddd4ca69d4737112 e7ce4b35de94854b 28a43aaba48f3d5a d102113c14a18710 c253cf6d9482944a 66165388f2152a44 844c32d0112ae1f7 35378fb60aedaf20
4P41alOcv8cvJytt,9dcb08f52ed12868 9ddff19046159f34 d83b16fa4384c88f b80b101059aca509 28072ef376883362 1ac5f162a82636c2 0fbef1088fce3ad0 8213ca81f8d88e67 dcef1df10a40567d 9fb5a61751e01937 1824aac6866ff86e ecfdaf2a64bf9bdf 7e0f194fc3247a17 1c12255a665d1215 65133f63a6763107 c45b0e23fb73809f cf84acccc68ac986 fa7bbb3ca7f4eac1 67bc8f1502061e0f f20655ea19512b13 2ba159108f975baf fbdca0322ef0017d 628d48658e2a1fa8 26150cd658a0eaee 1d8dc58ccebf97ef 0ffa794de3feea87 ea08ec277a41e8e3 372e41174bd2d7a3 f7c17c4e531dc78a 9e5a52620eb9f8f1 914359b09a805546 37320643716d4bca a983521bbfbe51e6 f1879714313913b4 9723f58d0667e8db 032b2b13d515a7d8 a2e2008df627b910 2d4fa5cbfbf67e67 dc7d95fb226d25bc e793bb8ac0a54ae5 a96d994cb983fc02 229568df3d941137 111610a0f5e9f311 97b405835adcece5 21b6eace7258c45f ac0e61a8beabd489 37d1e10c7067c80f 389bd4009c1d9720 b96cce5ffd126cca bb6fdb5d094f5bfe
L08i9AKy8Yths6Hj,941bec5c828e8060 e3b1cfb00151f3a8 276d03f43140f2e8 25470456372bad96 63517b27d305c4c0 ac43f25e3cb99089 5d5aef0c36e019e3 3d89c42fd1453e10 0b1bdf78a401a1ac 04c4221395ba21d9 0286c2a6149bdd00 0db834caf7a3d1a7 b79043f2f2656b30 5fb15a34921856eb 2017ec66709668eb cbccb00e7ff63aae 313152c03b420c2b 760b1733b83bca55 20461d4e31342299 c1f33cf3dc2bfdf1 62c5172844668ff8 9293b436b69c1b7c ccc08a9b65a32114 ad7322c0e0ab2277 942a93cb722008f3 6265fbe2f78b31d5 fb2317095a8ec90b 2bf36ffc77b299d5 32e5f7a641439b6a 991664bedd7513f4 62a8e085fe1391a9 4ee59dbda9376b23 46dd189030440851 5b81509a45e83465 addd8c843cbd3da3 057e6fda65d25c7b 56ecc058b93c5537 f161d2ef65a7e039 885efcdadcc3b16b fc6015e866662a42 4aa9d05b8f9fa08c bbaa90544819f119 e06fcfee4507ea2f 3b4db1054d9ce4d5 63f30966631cf249 275fbf4d0356694a bd62456a0adfd6fd db18860c58363da5 3aa6375f7b6c3138 08d877b7a4fa5f9e
KdMTGR2ws08u0I8T,f5a84b4ef603a5f4 060ee8da73c3a45e 57c78987b7b75804 6780c21644a96356 ed2028c9bdd6d19e f52295e17881c657 ae68985f784ac532 1dde940cbacdad51 701e674deccabd40 379583ff0934dd14 37a1284d44e6e725 584dc0b132a722f1 2f6e5624d0f22373 0220783e3a46f08b 5a9bb4e941c872f2 da86b8839942b33d fad25c1632faf06d 3b154f6d92e7f76f e2731c19b0d88815 646929fb95ebb0eb a13384ce5b586322 281e278f38dc3fb5 756f6580aab94270 c65bde740aa18339 b7220a78d8f9ed44 6d0d481321bb1e2b 68796a7bd05aec50 989fa695f6bebc99 54cf1c893ca52619 586c9e59d711251a d6e68d1f96cf84f4 65c1cc70ce71a12d a4f871c217d87161 61aa4f38ce33097e 4c3a6fe8d23b2a12 dd4ec161e9a1fba6 622eb61c39bf08b1 880a135b65152ef0 42fab4a7281ecb7f 1fd50c4b63181eff def579f9d53c466e 61604bb285cc09bd 6f2d31d1b0d943c4 ffed929721bb1559 2b2878586e9c69c8 467d10e883e3b1e0 d67507ffe3dec9b8 da5876777de67e72 17f7a9cbbeb0b282 b58a5e9dc72c6677
hNOJbJbRFnpdHzf9,6eb9f19ca6c56aee ad27faeca3ac999e e55c56c8d6b0eda4 c90bef4a1adca543 0724b67d1e7de0e2 2089f5bb69279eed d01055b25a8cfee7 4f25016fc7de787c bb661726e495d070 3703e2b07e62fcd4 b6a9f43c30522497 2d308ae6e5669a1c 89fc681516b3ccc5 aa6d1c7e4503884d 991fcab1689ec5f1 5ae05a35890f46ff 0c7be11b8a7cc8d9 2b5fb5c971ecdb9f 0d8f22ecf4564689 fa484e2feaca1604 0975e636a5f36878 83670e2d2ed28aee 959dad6d5f5b3b89 53857a8161f211d5 151f407a4c8cdfba 375ddaafc070f147 2149df826536410d 96f3c198517ac2a9 9105d31395cda3b7 5511645a04799bdd 1e2f9c2cbaf3220d eb4e64feaf63423b 95b35da4329dfa05 b0c40701b2c9cb33 b3ecaf9424d7dd70 16f2eab10a4438ca 7476b5c5f2260a9d 4c9c8f903a96b717 c3775e5cf499b7d4 da4f2aa1849ba485 01f56511130bf342 a748a83f2fbe7084 f4cfa45c617566fb 5a40ff443e932bf3 a5c0a0e6062eb86e 2ce5e2a58c11919b b5db4e58206ff441 66db95f04f5fe8b4 daee6b05d747b406 a067b7fa4c04c2ba
7AwTmWP4zE7cUf1p,dc6ee1f616ce65ec e40a4b423bcbe0ac 2ccfffd3c2e5cd1d 023325483bcacaab 5e0e2053e05c5c8d aa886fab9fd4b566 d1ea248c9834cf81 fa7ca6a61bf5881b e293a27980f2c2ae c9a9edd69cd3c6e4 cf89e1a88b023b78 9ee243f3ebfd1cf4 a091ba6600489937 a3132f4d0dd9b6ec fa331fcdc2dfc588 70f887dafe30401c c2fc2bc7157fb75d 936b23080ecf171f d4640a87248112f3 e141a6d75d434292 3f99b4eb9aef1744 0874f52a88e1d214 a2bbaff57f90a434 c1b735288710f479 f60e580f2f15f7fa e5bb84133c3c472c d272dd86b23f44a6 c6c1bc8c287c35d6 92ad6db319cd4847 0c209cbf944c00bb ba00f63fb3258c8c dffb5240f743daaa 691b693587744a80 d28867d9c60c8b7c c3a18975e00a8dfd a4632d007716798d 4df9d391a03423dc b88573a191d6d455 ae39faa962a57a73 15416a6340612bf0 e1256ef8a6452a58 7decc4a0d1475aa6 2cdb579b69dad0c9 d723f0102c7d34c0 15c5dbe59f8c7845 3a5970e7bb652f54 205eb602e96bc4ce c99605c181b71ea0 e05a26eb7ec36057 c05e8924a14cb824
Abr4YcJmCSHXDBH5,d2e8104d8e714b85 1dce8c2af0b14357 82df2bc1fa61d520 006fcc61eea28ff5 197c1576edd8c385 e815040be0e1d73a b158ddb22c6180d7 4937a015acb90ac0 c8f9df054a54fa0c baec387e0e222740 cccef1e736e157a6 5f69d017a5ddc2c9 4aecf74bd25c2e1f 8937529e18a518ce 7de1cedcf76eea25 d18ca65b576fdfa7 63cb5a3bca8e3e24 8df352c8ce6d007a 834a64f27206bf03 4c80f04c867efa1c c7c7e3e317658bf6 c8205cc73adbae95 e6bf531c82439b59 58070468cb79dd9e 464591e5c2ea5d1c 272fbef362b4b64c d701035b5448dade b2212a998c9a3dcc 8a3920dc2905f16e b284778d1557c049 544d25aee0eba67c bbfff6524ed10252 1bf73360142761f3 2dc977badc3ecffd 0038138bbb9dba07 786ce8f4f103f403 47aa8ed7fec46434 fcf277c766b7e12b 90c7a253777bca26 8ddded5e0de9403f 49198ad0c19ed7cc 5a45fcb063747bd1 a01dc87649248b1c dddc156c5edd789d 461843821eb80e75 53a12ee00bd6755e d460a7f81a3f5480 a352aeb45b61f9d1 3601c64d5b5ca517 5589a40214c3bba4
OkNVnbLqMxM4yu6E,bb578bb3f87af8f6 e1a0b3ee6a9b8bfa 12386106d0c89cbe b297f6995bc12e11 a64754c01b1c0ae9 236de2ba7be4dfe8 b9168c90129418e2 854fe7b891b830e3 16e58651c345166c a0f61db802f79e90 4fc03c3055f2da08 7e2e2d06fc19d87e 2675be808ba4592e 2bddc7f5954661b0 73bbd3c05255b94d b339347089b8a317 364c4a40530bf463 daee476f09b151fd cd33ac21fffa9843 27609dc93b1e668c 4a251d5214c93046 51291e0ea2cfb261 6fbfbf6a540d79fe cb705e17e481ff6a 2dbfe281f4c2629d 1afdd5b9136255c4 8dc5297d9598485d 63ae6d643cfef0cc 6fb455fbef62a153 85509111206b08ca 1e9b069f342b9f77 1b1cd7a7c77ac990 6331f60817459f4c a28505d3ecd097a3 6336f7dd13c2d3a4 3de7863dda9d634a 5ca7851eac2211a2 0a719edefafbc5d8 da7e496bcab6d121 030002ab7c28c48b a876f1e2ba9fb613 11a86e3add35fe7b 7ac30fd58120fa23 485f28a3aeff7208 2e73693ac11923cf 4c4170c7c6bbef20 140ce81628d81f0f eb2be636f96d2108 bc3f8236321aaccc ef41441c0c817ad5
uiB8I4MyBij9f0j4,dd960abff88d0bd6 a482edba38339a82 868e077ca82b2925 722a705aa9c7c8b1 ffa44223d3b4d90d 71005958fbe1190f a4290a6a13b9facb ec826f0e7b1daaa0 c3defd680296f8bf 23aa5218e8d99f39 0284809717d6d22f 690ee542d3e84376 8085d59d5c4c4838 054b4c0ac89b5924 5ffe557615057a8c 56977227891850da 4bd538bf77bc4e08 468ba66ca9b11d2a 38fa60697937f434 e53948a8c0571cb0 4e7c5523c617e9d7 d4c8e6efa8cceae0 3946584d63289959 6e2af7b8dbe45c0d c4485c8d09abc014 a50a52c4ea77f014 4e3c2f802280cd39 f486eb80278fba5c cf1c82b73edc9e6d 0af26192a882efc3 36a3575d040eb78a a8b68bec90a00f53 9cbe6e8a7ff9045e 424ec06fc97e95e0 93c99d4f6f4da89c 2075490214a238b2 724abfe331fbb6f7 6b5c1e809140447c 441cb651e385b2f9 1c4134c05ec86577 aa4ae31a02d49d85 4c998ffda1b71517 a4cc70c3f94b611a dc286a88644ee1a3 ba33189a9155d8c9 cbeccbecb1fb8d86 9faf6dc9963ab833 60fcf7cf2b049f03 af99d69d46a99382 efe8147b4de59c85
fTSAz73vTmOstmzy,d2c1172b9ba1bfcd f61d933f2fcaf5d9 674c9bee3be68c04 afc80b9bc9a0a575 36f5ecb74efc206f 62b4ba0e4ec37f5a d830d053f47a928c 11d03a9383aeb86f d583299e72519d0c 7eea27db9c957c51 526fc3430e69bb88 0680e1fa407be966 a08abba5d2cb3e4e f56f96ff1fee7879 8bb6e488abe8a38d ea6471d24dc70234 4be0bbb1a1af3bac a9507eaa8d484838 d1ceee56c6dcafdc 3f517c65d956a464 536440deef2ac222 a5346a691c48381f 0802a800dc8810a0 493657a19402b973 c629ab9d246063d0 fcf7aa11511f99fa e38b199586958d48 94546f17439b7b24 bf6c408661b1eeb0 840e9ade4f07ce86 af8cfc7f557967e3 14082f754f3c9355 081b69c3ade19c93 7359d8c6a75fe0fc 7be2e66503cb7569 1d7fcbe176db8ac7 ee6fdbbd1d0a3a85 2ca47f59bf5da27f 8b1bcd2e16ea41bf 9a3654de05140561 2e4f95560254a5ce 3db8648d5387b3d0 cad238c2862fe425 5fa83e0b0aa0c2e9 55d90c00d2c93ae3 68d4ad38c01e57ad 6b91d9cb37715d77 ca369f25d5f396ca d398f29451a32edb 3ea79123a527612d
roeuXypSjPNyDlTi,62dc815f9dc3caf0 413ff40366b53b18 7a086763394d88f5 2cfc88703615f0ca cfb2f7210b2578c4 283b6414598d3b4b 48d6013fd08c3512 f1d4982da022b897 1197357fdc180fa1 b7d4257e75f1d6d0 95be1f1feb5cb85c ef1f56cb6b989a43 2240ebe311927884 69e7c0ffa7068e11 f9023f6556dbb789 40990c8cb6019ebe ebad1951f0dc6cb4 03f4758aabc54004 010df63742ee14da 3ba86951e3d09ebc aeee821ffdbc5fac 94eb5b3df11e0057 d3b845b501412beb c062a79e411b30d4 428940970910607e f9c3e172cdc03032 296c3e48f7a4c075 68bc06c8e46ee78e c9ea099da8d34e00 6321b7a6f4e2d25c 23a84527121effb0 b83fe7155c83a82d 90d971ddc262af8d eaf2460096abbd93 c409c16e8dec8f6c ac1354dc097ca9e8 140f4f48cd15bf4b 60c0487d2a967252 ce42970a5af61140 d02230fe7148d272 61380a78a082ce70 bed885adc832cb8e 1e4fbf619020467f 9d6cca6065dcd465 35a25feb997e7d5e d2c1c97da5a698c9 47371b2c9b75d36c 4aeb3e0177b67b2e 8a1fa17860c15448 aea4b28f8fdb81d9
dlDRDDuQRpK2QMvo,5e015f1265c20706 8abbd8c4d1d2b4a2 ca59cc4c1a1a3851 f26d4fb0e52b184e f700945a9ce095dd 7c83e8a5af46ed55 785f937fd0ed6158 856fd99ea2481b71 9312cf79cbbce19f f10f2b813169352b e59b3015e2209f82 6c51b1e3c1319002 f44da05f277de34a 6007667a62d2c97e 5b41b767e52c1312 2716c792964f89b7 903d673ec9889f92 2f049132c1cf42c9 90bb264273d7af0f a41889efb90e1647 472d796a86bb4c36 afb891de9278484d 3bee5b32e451a3a0 be94ed17c23c5ed2 975c0544579670d7 23c0ef78409ff312 18ccab210b269f81 61e5795a5c643f50 d2e87b7068bff6a3 e69c3d8dae502470 da45230d5ce323b5 c78cce75e156d5bc 3820fde39b086119 1af766d03759c175 8ecc36aa20c47480 afdd3c14fc4e83f8 cfeb29d52d1825d6 dcae9cfb2fc97653 407c7c9d8fdd37ca e713cd2a6a6d0def b32fe05b84add348 c31a7c977b8a2a82 6b3ccd84b29ddf94 5b14c74a77fe6e58 cdfe28a90c304de4 b5e7c3018b92603f 4e68d772c5078545 3e86df6739657e78 b61f28ab996b3793 2bef56e11d47a727
YFkIhQ8DJd3N4eet,78b7b45b23d3e50a 653460af5e19963b fb1c1be932e2e7d7 66a81bc99ac7cd81 5165a49acb8abdcf 7600d30452cae112 3c1ae42ab5f4c9c1 23fa8fb758356f31 ed33e8d314dbf3aa 85cac4f981a24697 a993a4e5d60ee82f 6f88ab230ed5c1eb b6f8fa4547e31e06 8de912327fb40352 2e5216ed1bccc4e7 13d7cbccd2566057 c6865b63eb1a5e71 dc77009f4dd2058a 7af4d87c8e93daee 651637cff4d7f22f c20ae77ddfb689ab 720acba0c2f4adc1 0bb939a1153871ad ce3e12d80b413e7e f13e3b7ad9263980 b15f0a14b1b807ae cccc32c9bf05f056 3f4990a2a6e131f1 289b68c40eb570be 2d6df393a3b48bf1 36eb0d55976b9d43 53769eb016a3ebe6 e688004be443b3a7 ca0453d955cd1cf0 2c79adc28a678538 7a441e70a334727a 1ea45b5ec26f5d46 287bc1867d22a887 a7b330140b4721f8 5e487e691da88b62 c6a10f427319ca03 4a8bb10ccbee5d2f 9ef1dc066274e762 f22b70d34e5f64ce 0e0fa96786555226 e1d549422e39272f 8bb1b1f7852b3455 20e036e5e86a2447 608a23f102ee33a8 b09721a9350ff6b0
npt43pumHHYjlea4,d02c1e23382eb973 1cc8c7d7be7aa980 2d236a5fa24e0df9 d3930e81553ca042 39ae539dabd4be5f abc43eb5a75e4c66 8ab5f1869d442b0d 33d37676448823fa a551a30806850711 651867bd8bebc2d2 0677651116c6c6b2 a52911391ecfbd8f 4698011c6f969a29 57ddba3cefcada9b 57de824119f1e0ff 2f1859acf827b1b5 6aa016d3a41a589b 71f92221d4cfd602 2b916047aa7b05ec 83e3365893c8df0d e080852f79abd6e5 dfa5acbaccd7b22e f69cb83e29a8afe1 cc00d50ea899bd70 5081d2ff240750e8 a3cb7a386e4171ca 86f6aa69a0c950ee bcc5409454a0134f a88e734b7512d85a dc2c295510161dcc 3893e9ddbb15475f a67c09232bea2f7a 05c07411e89cad03 f3c801f87bfc969a 9001dc48cc08171e fd733740220f7658 505eb27df136d47a 46e4393302397a6d e81c7fd3b5a96953 a72f8c7a9e5fdce7 4f756669b36279d5 1a031ab6b7f1e0b9 532ff9756131339d f695016b6eaa44df 5d9740b1a3d37a5b 99ec9425ef0bd2ae bf79217c728cca86 d770c1450a3f3aee 48f9cd74dfdc7bf4 73d70423a90f6fc6
EozP2RuVuyJIB3Jh,c6fb297de5aff3cb 7f47b0bbf93f6a74 fba34081880187ab 1a267d803c65eec8 2c1348d3798ac0a6 1e92f44ac8d14b2e bfe712cb2e8abded b05ba265c4994fde ec291dbb31bae594 029926e280624fb7 53fc74c342b8aaac ab0a1e831d296bb1 d769bffa0293bd6a 9a49aecb5ca1528e 01d51f6a90bf78a1 c6a24f37db443445 6725ad27e425d744 405b24336873a63f 2b554de69c0de273 af31ef5d24767416 8771124c14f2f9a8 dbedbc84ee7c7a7f 2546f48c2a74a3a3 fae77e7b9d8287ae 091c9f3bbf1f5518 c3b939b1dcc8855b fa33a4752e269077 46f773c0a487cc76 e718a790fcbbbe3f 1e9e005bcf3f3867 5e8532578d37322a 6f8214a001961fa7 dec706791e76dbb5 7e9c91099b72bf9d b12cbe73775b37f3 9c2633b8f9bc7cf3 b48d419b8886bb5c a66c5f1862f3c841 18d546a6dc16599a d7c1f2b5ec7f7f10 5487e08b7c9b3a1a 627d170f5c2aea94 a68158227ce5866c 6ca646f31be2f88a 3393ffc0e3286082 0f581a7b621bf8c5 98fdb1f8f47f0393 6d74ba4391f1bae9 fee1195d6f58dfab c365afb59cf618b9
dCKFmtH1Bgk54xr9,3e48c949c1b6492a 7d581e8e060fb00f 222faea11dbc19ec 00f9835c4c8fe417 17f971a0a4bf4654 8a07ac306a841063 7e9cce85640c02eb 9f3c318a33418e49 72191009892b8f8c b281a3a0e70bf0fa 5a37a8faa68b13cc b774e84fc484cda0 1033c6693d640a99 87a4555f166affab ffbee586e3faf3c7 7073d733037ae957 efc5cf71ddc14925 6a15faba35beec03 bdfe8f8d9f9adb52 75624abcda4d8857 7476c2f3ad236a47 e1bdc81975fc8ee2 ce3e12d80b413e7e 7af4d87c8e93daee 6777159b086425ce 3aecb68e62dc8383 651637cff4d7f22f ebad48f791b0bcfd b429bb253a967e2e 170df919323f2d03 a074b2a149956131 4137300905628198 4062362100e7e3c6 86aa78ae3c938dc8 9effd2515147b4a9 abb66689320c2821 56606e5cf8d57e92 06fea002f1aa306d 5302ea5fd1d36ebe 978233099d41d151 f03ba96f2b997800 516a28f7141aae3b 8aa1f0e56686e866 54dc6e4bb0ab705f 30f6f80e0ddffdaf f1372e25b691bd7f aea64d428d24adb1 e3ed68cf7f067236 2be3f9ae0d4ce061 e6771ecdd221d2c8
fBaMCtI0BCLFguV3,ee1109fab2edc243 2fa3f7561fcc7bb4 4cc65e51c65dfe67 46840333348c9f69 42e3e097a2b3dc38 89f21b353ef05d88 5864816d9a078f4c 828930834045cccf a3dc7c60297f558c 3584e917212b05fe 03e8e07ce810db3d 7d82b0859e977658 40f416676792b46a 41d64c5e2f416860 40889960ac3029dc d2b4fa39ebdddfa5 97b42e2576f89077 fe029178a55ccae6 cb608d8098c71378 fb3bac5c6d8bf8bc a6bddd26d271ae87 fc3b8b54ab7189e8 04e2d78928090251 7f5fee4bffad927a dd703426b9179257 987d858062ba7aca b18cb4021fc4ce1f c58a64293cf3c5f0 7094d997392d414a 35e1dbc72eb7e1b1 dc6a168527a24b66 46c8c2ba7396a8b8 cc5b72f307e2e6ae fadfcb01bb8805d2 c8927eb3314bb7fe efc0d66e9590e47b 2220f1c07a3c0597 030e37593f050ae2 76e6e138e0c3bc90 55eec4d68c72564f 2b19039d8bd1c2e1 a1ca2702591a16f0 bc687ef636ae352a f5933cb8dbb29fa1 e7f3b8f1d3eb9176 dae2308f91f45c92 42c5b30a67960043 2b490febef8b134d 1dcc5e7862acefb4 4d0585e1d9236d70
ZVd011m6Wn4sqzT7,811fbbc96f107b23 a518e95735aba773 1bef6e8c7f22af65 1536f4998fc0fed6 f4de0b6632ba0846 f2eb8186c24c08ad d8fe5f2a3ea3b176 0dd3d2e495f37110 50d903f4c6a3409c 9a2452300c7f92c4 8f4a958161db4603 744a5aff9f80fc35 ac099bfc1f3a8934 94fe4dec41d97cfe 3196f6369656e132 ba6aeab7b1e902f7 2d19ee02bdfb0a0d f579993cc9723fe2 faa3de11f94100b6 b8e765386aa29315 1f286f777250e1ef 7bac80e9573aa570 9252e87ce3cc4757 b4197e8a3f160bd9 d25540d5a8e7a6a7 82f4383ec1de6f64 1f9a51c85cefd23e 2226f6890bbb73c9 311124801701c090 3c266f24abf9564f a4120a1f8c8d9fc7 2eec108ed71771b2 f7fa1d21621398ed 220c2911079c5b3f 32c1c7e19256c9c0 f3c00861bfb952af f1edf3caedd06f10 2f68e7414b9847dc fb400a63c395c87c c4dbdc3a377b53fc ba6084651da93423 cb9569483741069a 9a4a45c7216ae0a5 156a37304a7fc7d2 8a149d03b548d806 529856c9938e2ff2 64939cdf6584e1c3 056c9c04ed34331e 2c2a56c89840b201 d7a72a3a832d4a28
L1972e14fdr8qy4q,79dd859a220ff7ae e55f09fd0f6081ba c87960cdb3cf53d4 d6c6edcee6d80c39 74e11ed57401ffcb b9476cd6f1605b20 1efc63d489230cfe 3998149bb6777177 5fdc4fb9824fa3dc 3fbbb044cbfeb056 2efa4bf803cf0445 a7c6422f5cbc58c1 26c5a61f111788f3 ceb9c0bbd2830d86 7a97742b8d0c44bd e1cb7bca2a509c02 87139660a232cf0b ebf4a0679a96fe14 b55cf52bbed2e2d9 2f9fc2e4e275a0d2 6e57f52c3d13a1d2 65fea5ce4b5892e7 493197043da21152 cd967b9997898d99 0695d2bb2262283f 99ca07a2266c25f9 846ebe898353def3 954f61597e21a1a3 f5c5a9b1f0cd04be c747f043baa7c491 6b9a128956975947 50efc082148eb2a4 cf30fa1959292452 4aecf74bd25c2e1f e52bfd75702ee6b8 cd3f7c9821e7d1f3 b7ae325c5e3235c4 80c8d1cda6c50c59 09f73dced1b8e7be cf6135225437dbb7 d479299148f4e52a c453e04543b05518 6ee6e6033759cd57 07bc357dcd08bd57 aacc9699bb51fa57 a2283b38a140de6e 06ad71aa5c94d751 0a45e9ad7b2e05d6 d10a9e6fec68092b 2309a6a74825d699
FL8WXRgSNHGDGByb,2b565c08121ed94b cf586e8558d526ae fc58f593de7adda8 09a3ea993f64e7e7 1a3be59065e59c55 6532564c58cf504d 8510395af40bb15a f06cf1958c01d897 8cbb717cc3418043 2aadaacff9343855 d3ba597883b0a575 28a83c4e7d6d8bb3 dbcaf657c47ea8e5 84f8bc000f4d8f1b e3dbb9dc61d2afa7 3e7920b1d3c2c202 04873853f0a7e559 7bd5aefdb7ca04fc 59b2442bff7a1fd7 b7bc860fef06750c 796a04b0a273def7 ac09a9001a4f743c bcc917a524f6d39f 841f62386eb3290c bb17ce4d3daacb64 506181f948b94240 9eb5c7e35284bb09 1013068871d545d1 f2737a874f1ba8c3 f4f0c4a99a58f0c9 989fd5f4545362fc a9a139ecd1cf0560 febee63f8065dd5c 9fd4bddfcad4df91 64dd3f6ca0cc6f3f 9d7ca08c15425bf2 8a2c3d72f4515e2a 8488afa5ef54638f 171e3ccadff2dc0c bdf43097f92bd7de 0343fca408041f04 deabe49ac313d2f5 0df5f597f5d84877 e3f5226b7cb810f4 928bb26522215b05 a12f485199ebd927 1eb7bd0f5a920b36 cebd1e21d79baa66 e9935ebb99550f67 dd074a1508953ac9
XMipijTSLCUOLa0d,e52a335af503eafe 22894d5ac097f4ac c7d9e33cf2190a8b f19c7b167cc23914 0147062f27f6bbbc 956cc4c78d417349 89862f8c9e228ca5 5e9025e8df53c4ba dd6019026ad762a7 b214b713d483d760 089c0642dbe24e60 90c3f46286f9f102 9ff6c84245aaea00 0d64c38f6620d3d2 88e7330f4c57b807 15c48ea2954fe564 ffd34ea91f4cbe3a 2b89a91ac095e397 a4dc764c6dcc8782 82bb2963f167d5f6 eced939141341fe9 5612f1f633f1bd64 5e74b968d3bb78e1 b41248b2cadbff8b 0874626f5bc2cce5 4fc91ff0eee27044 b332f97c5a7c7cbb 806f035bf4e5c154 af7257dc444a0a70 8f6155e31b8f87a0 f0cf9c2d6d894682 ae4b7af89df57733 28f13a92e83079e1 fc18fd90b7f003ea c3de3e13c502ac49 3e02b7d531acfc01 72ab1cacf765f337 12dd7ede69f16d89 2f27379c62ce4697 fba1520eeba8fabd a793b2374987c0c4 bd5d58f6c379e7ec 28bd9f91900dcacb e22fdb9104b4be7f 5b2a741b9a9d1224 76028502e89510a0 9f089120f15b3db5 242616a3a2c8ae1c 45c8b0ff6ca65215 9af9538874ced600
